,city_name,country,adm0name,pop_max,geometry,2024-11-07 00:00:00,2024-11-08 00:00:00,2024-11-09 00:00:00,2024-11-10 00:00:00,2024-11-11 00:00:00,2024-11-12 00:00:00,2024-11-13 00:00:00
0,New York,United States,United States of America,19040000,POINT (-73.99571754361698 40.72156174972766),40.583332,0.0,7.25,78.041664,59.708332,8.416667,0.33333334
