,city_name,country,adm0name,pop_max,geometry,2024-11-07 00:00:00,2024-11-08 00:00:00,2024-11-09 00:00:00,2024-11-10 00:00:00,2024-11-11 00:00:00,2024-11-12 00:00:00,2024-11-13 00:00:00
0,Buenos Aires,Argentina,Argentina,12795000,POINT (-58.43251268766426 -34.61071459139255),54.791668,48.666668,14.375,34.958332,61.791668,42.666668,5.8333335
