,city_name,country,adm0name,pop_max,geometry,2024-11-07 00:00:00,2024-11-08 00:00:00,2024-11-09 00:00:00,2024-11-10 00:00:00,2024-11-11 00:00:00,2024-11-12 00:00:00,2024-11-13 00:00:00
0,Chicago,United States,United States of America,8990000,POINT (-87.63523655322338 41.847961283364114),36.5,11.541667,77.291664,78.583336,27.041666,79.5,79.416664
