,city_name,country,adm0name,pop_max,geometry,2024-11-07 00:00:00,2024-11-08 00:00:00,2024-11-09 00:00:00,2024-11-10 00:00:00,2024-11-11 00:00:00,2024-11-12 00:00:00,2024-11-13 00:00:00
0,London,United Kingdom,United Kingdom,8567000,POINT (-0.1186677 51.5019406),99.958336,97.666664,94.916664,86.458336,61.333332,53.708332,82.708336
