,city_name,country,adm0name,pop_max,geometry,2024-11-07 00:00:00,2024-11-08 00:00:00,2024-11-09 00:00:00,2024-11-10 00:00:00,2024-11-11 00:00:00,2024-11-12 00:00:00,2024-11-13 00:00:00
0,Chennai,India,India,7163000,POINT (80.2780529 13.0919337),59.416668,81.375,94.666664,30.25,97.708336,100.0,97.708336
