,city_name,country,adm0name,pop_max,geometry,2024-11-07 00:00:00,2024-11-08 00:00:00,2024-11-09 00:00:00,2024-11-10 00:00:00,2024-11-11 00:00:00,2024-11-12 00:00:00,2024-11-13 00:00:00
0,Istanbul,Turkey,Turkey,10061000,POINT (28.97427681675554 41.01760173507249),5.8333335,10.791667,57.125,80.208336,90.708336,71.208336,92.833336
