,city_name,country,adm0name,pop_max,geometry,2024-11-07 00:00:00,2024-11-08 00:00:00,2024-11-09 00:00:00,2024-11-10 00:00:00,2024-11-11 00:00:00,2024-11-12 00:00:00,2024-11-13 00:00:00
0,Manila,Philippines,Philippines,11100000,POINT (120.9802713 14.6061048),99.541664,54.875,41.208332,99.541664,98.25,71.583336,92.083336
