,city_name,country,adm0name,pop_max,geometry,2024-11-07 00:00:00,2024-11-08 00:00:00,2024-11-09 00:00:00,2024-11-10 00:00:00,2024-11-11 00:00:00,2024-11-12 00:00:00,2024-11-13 00:00:00
0,Kinshasa,Congo (Kinshasa),Congo (Kinshasa),7843000,POINT (15.313026 -4.3277782),60.458332,96.125,100.0,93.791664,53.166668,46.375,82.458336
