,city_name,country,adm0name,pop_max,geometry,2024-11-07 00:00:00,2024-11-08 00:00:00,2024-11-09 00:00:00,2024-11-10 00:00:00,2024-11-11 00:00:00,2024-11-12 00:00:00,2024-11-13 00:00:00
0,Delhi,India,India,15926000,POINT (77.2280582 28.6719388),0.125,0.7916667,2.4166667,0.041666668,0.8333333,0.0,0.0
