,city_name,country,adm0name,pop_max,geometry,2024-11-07 00:00:00,2024-11-08 00:00:00,2024-11-09 00:00:00,2024-11-10 00:00:00,2024-11-11 00:00:00,2024-11-12 00:00:00,2024-11-13 00:00:00
0,Rio de Janeiro,Brazil,Brazil,11748000,POINT (-43.212117466834385 -22.907308056882364),92.916664,100.0,93.583336,31.625,12.083333,9.166667,99.416664
