,city_name,country,adm0name,pop_max,geometry,2024-11-07 00:00:00,2024-11-08 00:00:00,2024-11-09 00:00:00,2024-11-10 00:00:00,2024-11-11 00:00:00,2024-11-12 00:00:00,2024-11-13 00:00:00
0,Shanghai,China,China,14987000,POINT (121.4345588 31.2183983),55.958332,86.708336,99.958336,49.583332,16.5,13.708333,26.875
