,city_name,country,adm0name,pop_max,geometry,2024-11-07 00:00:00,2024-11-08 00:00:00,2024-11-09 00:00:00,2024-11-10 00:00:00,2024-11-11 00:00:00,2024-11-12 00:00:00,2024-11-13 00:00:00
0,Dhaka,Bangladesh,Bangladesh,12797394,POINT (90.4066336 23.7250056),0.8333333,0.0,0.0,0.29166666,21.666666,59.875,8.625
