,city_name,country,adm0name,pop_max,geometry,2024-11-07 00:00:00,2024-11-08 00:00:00,2024-11-09 00:00:00,2024-11-10 00:00:00,2024-11-11 00:00:00,2024-11-12 00:00:00,2024-11-13 00:00:00
0,Osaka,Japan,Japan,11294000,POINT (135.50375419006232 34.691095244477914),84.125,60.458332,73.375,95.958336,16.75,5.7916665,11.333333
