,city_name,country,adm0name,pop_max,geometry,2024-11-07 00:00:00,2024-11-08 00:00:00,2024-11-09 00:00:00,2024-11-10 00:00:00,2024-11-11 00:00:00,2024-11-12 00:00:00,2024-11-13 00:00:00
0,Tianjin,China,China,7180000,POINT (117.19660728208831 39.08277176197969),12.916667,53.5,81.25,48.5,52.25,82.625,100.0
